location,context,observed,expected,authority,tolerance,status
main manuscript,"alues, Holm-adjusted P, Cohen dz, rank-biserial effect size and percentile 95% intervals from 10,000 paired patient bootstrap resamples [13]. Locked see",95,95,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"d P, Cohen dz, rank-biserial effect size and percentile 95% intervals from 10,000 paired patient bootstrap resamples [13]. Locked seeds were 20260803 in",10,10,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,", Cohen dz, rank-biserial effect size and percentile 95% intervals from 10,000 paired patient bootstrap resamples [13]. Locked seeds were 20260803 intern",000,000,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"d percentile 95% intervals from 10,000 paired patient bootstrap resamples [13]. Locked seeds were 20260803 internally and 20260810 externally. Secondary",13,13,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"als from 10,000 paired patient bootstrap resamples [13]. Locked seeds were 20260803 internally and 20260810 externally. Secondary metrics used descriptive pat",20260803,20260803,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,atient bootstrap resamples [13]. Locked seeds were 20260803 internally and 20260810 externally. Secondary metrics used descriptive patient bootstrap intervals,20260810,20260810,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript, RHUH Stage A mounted no recurrence voxel arrays; Stage B began only after 39/39 P0 maps were frozen. Manuscript V2.1 read CSV and report authorities an,39,39,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,UH Stage A mounted no recurrence voxel arrays; Stage B began only after 39/39 P0 maps were frozen. Manuscript V2.1 read CSV and report authorities and o,39,39,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript, arrays; Stage B began only after 39/39 P0 maps were frozen. Manuscript V2.1 read CSV and report authorities and official descriptive metadata only. It,1,1,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,od.  The MU source study reports University of Missouri IRB approval (IRB #2096253 MU) and waiver of informed consent for retrospective de-identified data sh,2096253,2096253,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,d waiver of informed consent for retrospective de-identified data sharing [2]. The RHUH source study reports written consent and approval by the Río Ho,2,2,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,stitutional Review Board and CEIm of the West Valladolid Health Area (Ref. 22PI-208) [3]. [AUTHOR CONFIRMATION REQUIRED: present-institution secondary-u,22,22,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,tional Review Board and CEIm of the West Valladolid Health Area (Ref. 22PI-208) [3]. [AUTHOR CONFIRMATION REQUIRED: present-institution secondary-use det,208,208,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript, Review Board and CEIm of the West Valladolid Health Area (Ref. 22PI-208) [3]. [AUTHOR CONFIRMATION REQUIRED: present-institution secondary-use determi,3,3,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,he Cancer Imaging Archive (TCIA) under the source collection's conditions [2]. RHUH-GBM is available from TCIA under DOI 10.7937/4545-c905 and applicab,2,2,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"rce collection's conditions [2]. RHUH-GBM is available from TCIA under DOI 10.7937/4545-c905 and applicable access terms [3]. Derived numeric tables, protoco",10.7937,10.7937,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"ection's conditions [2]. RHUH-GBM is available from TCIA under DOI 10.7937/4545-c905 and applicable access terms [3]. Derived numeric tables, protocol sum",4545,4545,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"s conditions [2]. RHUH-GBM is available from TCIA under DOI 10.7937/4545-c905 and applicable access terms [3]. Derived numeric tables, protocol summarie",05,05,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"ailable from TCIA under DOI 10.7937/4545-c905 and applicable access terms [3]. Derived numeric tables, protocol summaries and figure source data will b",3,3,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"ed if public release is unavailable at initial submission.  ## References  1. Wen, P. Y. et al. RANO 2.0: Update to the Response Assessment in Neuro-On",1,1,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"available at initial submission.  ## References  1. Wen, P. Y. et al. RANO 2.0: Update to the Response Assessment in Neuro-Oncology criteria for high- an",2.0,2.0,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"cology criteria for high- and low-grade gliomas in adults. J. Clin. Oncol. 41, 5187–5199 (2023). https://doi.org/10.1200/JCO.23.01059  2. Mahmoud, E. et",41,41,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"gy criteria for high- and low-grade gliomas in adults. J. Clin. Oncol. 41, 5187–5199 (2023). https://doi.org/10.1200/JCO.23.01059  2. Mahmoud, E. et al. M",5187,5187,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"iteria for high- and low-grade gliomas in adults. J. Clin. Oncol. 41, 5187–5199 (2023). https://doi.org/10.1200/JCO.23.01059  2. Mahmoud, E. et al. MU-Gli",5199,5199,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript," for high- and low-grade gliomas in adults. J. Clin. Oncol. 41, 5187–5199 (2023). https://doi.org/10.1200/JCO.23.01059  2. Mahmoud, E. et al. MU-Glioma Po",2023,2023,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"e gliomas in adults. J. Clin. Oncol. 41, 5187–5199 (2023). https://doi.org/10.1200/JCO.23.01059  2. Mahmoud, E. et al. MU-Glioma Post: A comprehensive datase",10.1200,10.1200,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript," adults. J. Clin. Oncol. 41, 5187–5199 (2023). https://doi.org/10.1200/JCO.23.01059  2. Mahmoud, E. et al. MU-Glioma Post: A comprehensive dataset of automate",23.01059,23.01059,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,". Clin. Oncol. 41, 5187–5199 (2023). https://doi.org/10.1200/JCO.23.01059  2. Mahmoud, E. et al. MU-Glioma Post: A comprehensive dataset of automated M",2,2,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
